               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.021519,            0.015003,           0.0002841,             0.81115,             0.76572,             0.82449,             0.60715,            0.017452,           0.0089092,          0.00020189,            0.004951,            0.004951,            0.004951
                  53,            0.022029,            0.015424,          0.00026783,             0.82122,             0.73833,             0.81355,             0.60267,            0.018283,            0.009088,          0.00020099,            0.004852,            0.004852,            0.004852
                  54,            0.021699,            0.015075,           0.0002665,             0.80265,             0.73757,             0.80358,              0.5942,            0.018433,           0.0093308,          0.00021299,            0.004753,            0.004753,            0.004753
                  55,            0.021434,            0.014877,          0.00025463,             0.79596,              0.7581,             0.81777,             0.60177,            0.017789,           0.0093464,          0.00019555,            0.004654,            0.004654,            0.004654
                  56,            0.021606,            0.014871,          0.00025116,             0.77806,             0.75669,             0.79506,             0.57277,            0.018155,           0.0094368,          0.00017901,            0.004555,            0.004555,            0.004555
                  57,            0.020457,            0.014856,          0.00023903,             0.79595,             0.74216,             0.80066,             0.59626,             0.01772,             0.00929,          0.00017502,            0.004456,            0.004456,            0.004456
                  58,            0.021245,            0.014882,          0.00023228,             0.81764,             0.75813,             0.81698,             0.61834,            0.017872,             0.00928,          0.00019086,            0.004357,            0.004357,            0.004357
                  59,            0.020952,            0.014555,          0.00023156,             0.79245,             0.73757,             0.80407,             0.59637,            0.017739,           0.0093835,          0.00018547,            0.004258,            0.004258,            0.004258
                  60,            0.019929,            0.014232,           0.0002101,             0.83652,             0.73374,             0.81395,             0.60567,            0.018038,           0.0093639,          0.00019192,            0.004159,            0.004159,            0.004159
                  61,            0.020116,            0.013839,            0.000214,              0.7924,             0.74828,             0.81602,             0.61367,            0.017522,           0.0093779,          0.00017996,             0.00406,             0.00406,             0.00406
                  62,             0.01971,             0.01421,          0.00022475,             0.81399,              0.7368,             0.81285,              0.6058,            0.017237,           0.0095986,          0.00022632,            0.003961,            0.003961,            0.003961
                  63,            0.019371,            0.013895,          0.00020937,             0.81972,             0.74904,             0.82073,             0.61523,            0.017504,           0.0093264,          0.00017541,            0.003862,            0.003862,            0.003862
                  64,            0.018935,            0.013678,          0.00020063,             0.79942,             0.74063,             0.80628,             0.61314,            0.017935,           0.0096499,           0.0001982,            0.003763,            0.003763,            0.003763
                  65,            0.019825,            0.013747,          0.00020547,             0.80909,             0.76205,              0.8179,              0.6225,            0.017606,           0.0091499,          0.00018024,            0.003664,            0.003664,            0.003664
                  66,            0.018803,            0.013691,          0.00019439,             0.82079,             0.76511,             0.82364,             0.62467,            0.017205,           0.0091432,          0.00016848,            0.003565,            0.003565,            0.003565
                  67,            0.018595,            0.013629,          0.00018208,             0.83203,             0.74675,             0.82589,              0.6289,            0.017151,            0.009323,          0.00017556,            0.003466,            0.003466,            0.003466
                  68,            0.019697,            0.013417,           0.0001867,             0.83089,             0.74063,             0.82218,             0.62478,            0.017658,            0.009412,          0.00017157,            0.003367,            0.003367,            0.003367
                  69,            0.019263,            0.013497,          0.00017554,             0.82584,             0.76588,              0.8235,             0.63137,            0.017223,           0.0095422,          0.00017843,            0.003268,            0.003268,            0.003268
                  70,            0.018411,            0.013379,          0.00016303,             0.79392,             0.77276,             0.82044,             0.62821,            0.017245,           0.0095036,          0.00015885,            0.003169,            0.003169,            0.003169
                  71,            0.018696,            0.013049,          0.00016506,              0.8054,             0.77276,             0.82297,             0.62358,             0.01721,            0.009431,          0.00015178,             0.00307,             0.00307,             0.00307
                  72,            0.018682,            0.012994,          0.00016219,             0.82627,             0.75057,             0.81783,             0.62939,            0.017044,           0.0096023,          0.00020121,            0.002971,            0.002971,            0.002971
                  73,            0.018363,            0.012895,          0.00015227,             0.80479,              0.7539,             0.82136,              0.6307,             0.01725,           0.0097378,          0.00018643,            0.002872,            0.002872,            0.002872
                  74,            0.017738,            0.012632,          0.00015543,             0.83374,              0.7391,             0.81544,             0.62581,            0.017243,           0.0097866,          0.00017851,            0.002773,            0.002773,            0.002773
